Genius,KenPom,HDI,HDIW,Conf,URL,URLW
Michigan,Michigan,MCH,MCHW,Big Ten,https://mgoblue.com/sports/mens-basketball/roster/{season_42},https://mgoblue.com/sports/womens-basketball/roster/{season_42}
Michigan St.,Michigan St.,MIS,MISW,Big Ten,https://msuspartans.com/sports/mens-basketball/roster/{season_42},https://msuspartans.com/sports/womens-basketball/roster/{season_42}
Middle Tenn.,Middle Tennessee,MTN,MTNW,CUSA,https://goblueraiders.com/sports/mens-basketball/roster/{season_42},https://goblueraiders.com/sports/womens-basketball/roster/{season_42}
Milwaukee,Milwaukee,MIL,MILW,Horizon League,https://mkepanthers.com/sports/mens-basketball/roster/{season_42},https://mkepanthers.com/sports/womens-basketball/roster/{season_42}
Minnesota,Minnesota,MIN,MINW,Big Ten,https://gophersports.com/sports/mens-basketball/roster/{season_42},https://gophersports.com/sports/womens-basketball/roster/{season_42}
Mississippi St.,Mississippi St.,MSS,MSSW,SEC,https://hailstate.com/sports/mens-basketball/roster/{season_42},https://hailstate.com/sports/womens-basketball/roster/{season_42}
Mississippi Val.,Mississippi Valley St.,MVS,MVSW,SWAC,https://mvsusports.com/sports/mens-basketball/roster/{season_44},https://mvsusports.com/sports/womens-basketball/roster/{season_44}
Missouri,Missouri,MIZ,MIZW,SEC,https://mutigers.com/sports/mens-basketball/roster/{season_42},https://mutigers.com/sports/womens-basketball/roster/{season_42}
Missouri St.,Missouri St.,MOS,MOSW,Missouri Valley,https://missouristatebears.com/sports/mens-basketball/roster/{season_42},https://missouristatebears.com/sports/womens-basketball/roster/{season_42}
Monmouth,Monmouth,MNM,MNMW,CAA,https://monmouthhawks.com/sports/mens-basketball/roster/{season_42},https://monmouthhawks.com/sports/womens-basketball/roster/{season_42}
Montana,Montana,MNT,MNTW,Big Sky,https://gogriz.com/sports/mens-basketball/roster/{season_42},https://gogriz.com/sports/womens-basketball/roster/{season_42}
Montana St.,Montana St.,MTS,MTSW,Big Sky,https://msubobcats.com/sports/mens-basketball/roster/{season_42},https://msubobcats.com/sports/womens-basketball/roster/{season_42}
Morehead St.,Morehead St.,MRS,MRSW,Ohio Valley,https://msueagles.com/sports/mens-basketball/roster/{season_42},https://msueagles.com/sports/womens-basketball/roster/{season_42}
Morgan St.,Morgan St.,MGS,MGSW,MEAC,https://morganstatebears.com/sports/mens-basketball/roster/{season_42},https://morganstatebears.com/sports/womens-basketball/roster/{season_42}
Mount St. Mary's,Mount St. Mary's,MSM,MSMW,MAAC,https://mountathletics.com/sports/mens-basketball/roster/{season_42},https://mountathletics.com/sports/womens-basketball/roster/{season_42}
Murray St.,Murray St.,MUR,MURW,Missouri Valley,https://goracers.com/sports/mens-basketball/roster/{season_42},https://goracers.com/sports/womens-basketball/roster/{season_42}
N.C. A&T,North Carolina A&T,NAT,NATW,CAA,https://ncataggies.com/sports/mens-basketball/roster/{season_42},https://ncataggies.com/sports/womens-basketball/roster/{season_42}
N.C. Central,North Carolina Central,NCC,NCCW,MEAC,https://nccueaglepride.com/sports/mens-basketball/roster/{season_42},https://nccueaglepride.com/sports/womens-basketball/roster/{season_42}
Navy,Navy,NVY,NVYW,Patriot League,https://navysports.com/sports/mens-basketball/roster/{season_42},https://navysports.com/sports/womens-basketball/roster/{season_42}
NC State,N.C. State,NCS,NCSW,ACC,https://gopack.com/sports/mens-basketball/roster/{season_42},https://gopack.com/sports/womens-basketball/roster/{season_42}
Nebraska,Nebraska,NEB,NEBW,Big Ten,https://huskers.com/sports/mens-basketball/roster/season/{season_42},https://huskers.com/sports/womens-basketball/roster/season/{season_42}
Nevada,Nevada,NEV,NEVW,MWC,https://nevadawolfpack.com/sports/mens-basketball/roster/{season_42},https://nevadawolfpack.com/sports/womens-basketball/roster/{season_42}
New Hampshire,New Hampshire,NHM,NHMW,America East,https://unhwildcats.com/sports/mens-basketball/roster/{season_42},https://unhwildcats.com/sports/womens-basketball/roster/{season_42}
New Haven,New Haven,NHU,NHUW,NEC,https://newhavenchargers.com/sports/mens-basketball/roster/{season_42},https://newhavenchargers.com/sports/womens-basketball/roster/{season_42}
New Mexico,New Mexico,UNM,UNMW,MWC,https://golobos.com/sports/mbball/roster/season/{season_42},https://golobos.com/sports/wbball/roster/season/{season_42}
New Mexico St.,New Mexico St.,NMS,NMSW,CUSA,https://nmstatesports.com/sports/mens-basketball/roster/{season_42},https://nmstatesports.com/sports/womens-basketball/roster/{season_42}
New Orleans,New Orleans,NOL,NOLW,Southland,https://unoprivateers.com/sports/mens-basketball/roster/{season_42},https://unoprivateers.com/sports/womens-basketball/roster/{season_42}
Niagara,Niagara,NIA,NIAW,MAAC,https://purpleeagles.com/sports/mens-basketball/roster/{season_42},https://purpleeagles.com/sports/womens-basketball/roster/{season_42}
Nicholls,Nicholls St.,NCH,NCHW,Southland,https://geauxcolonels.com/sports/mens-basketball/roster/{season_42},https://geauxcolonels.com/sports/womens-basketball/roster/{season_42}
NIU,Northern Illinois,NIU,NIUW,MAC,https://niuhuskies.com/sports/mens-basketball/roster/{season_42},https://niuhuskies.com/sports/womens-basketball/roster/{season_42}
NJIT,NJIT,NJT,NJTW,America East,https://njithighlanders.com/sports/mens-basketball/roster/{season_42},https://njithighlanders.com/sports/womens-basketball/roster/{season_42}
Norfolk St.,Norfolk St.,NFS,NFSW,MEAC,https://nsuspartans.com/sports/mens-basketball/roster/{season_42},https://nsuspartans.com/sports/womens-basketball/roster/{season_42}
North Ala.,North Alabama,UNA,UNAW,ASUN,https://roarlions.com/sports/mens-basketball/roster/{season_42},https://roarlions.com/sports/womens-basketball/roster/{season_42}
North Carolina,North Carolina,UNC,UNCW,ACC,https://goheels.com/sports/mens-basketball/roster/{season_42},https://goheels.com/sports/womens-basketball/roster/{season_42}
North Dakota,North Dakota,UND,UNDW,Summit League,https://fightinghawks.com/sports/mens-basketball/roster/{season_42},https://fightinghawks.com/sports/womens-basketball/roster/{season_42}
North Dakota St.,North Dakota St.,NDS,NDSW,Summit League,https://gobison.com/sports/mens-basketball/roster/{season_42},https://gobison.com/sports/womens-basketball/roster/{season_42}
North Florida,North Florida,UNF,UNFW,ASUN,https://unfospreys.com/sports/mens-basketball/roster/{season_42},https://unfospreys.com/sports/womens-basketball/roster/{season_42}
North Texas,North Texas,UNT,UNTW,American,https://meangreensports.com/sports/mens-basketball/roster/{season_42},https://meangreensports.com/sports/womens-basketball/roster/{season_42}
Northeastern,Northeastern,NES,NESW,CAA,https://nuhuskies.com/sports/mens-basketball/roster/{season_42},https://nuhuskies.com/sports/womens-basketball/roster/{season_42}
Northern Ariz.,Northern Arizona,NAU,NAUW,Big Sky,https://nauathletics.com/sports/mens-basketball/roster/{season_42},https://nauathletics.com/sports/womens-basketball/roster/{season_42}
Northern Colo.,Northern Colorado,NCU,NCUW,Big Sky,https://uncbears.com/sports/mens-basketball/roster/{season_42},https://uncbears.com/sports/womens-basketball/roster/{season_42}
Northern Ky.,Northern Kentucky,NKU,NKUW,Horizon League,https://nkunorse.com/sports/mens-basketball/roster/{season_42},https://nkunorse.com/sports/womens-basketball/roster/{season_42}
Northwestern,Northwestern,NWN,NWNW,Big Ten,https://nusports.com/sports/mens-basketball/roster/{season_42},https://nusports.com/sports/womens-basketball/roster/{season_42}
Northwestern St.,Northwestern St.,NWS,NWSW,Southland,https://nsudemons.com/sports/mens-basketball/roster/{season_42},https://nsudemons.com/sports/womens-basketball/roster/{season_42}
Notre Dame,Notre Dame,NTD,NTDW,ACC,https://fightingirish.com/sports/mbball/roster/season/{season_22},https://fightingirish.com/sports/wbball/roster/season/{season_22}
Oakland,Oakland,OAK,OAKW,Horizon League,https://goldengrizzlies.com/sports/mens-basketball/roster/{season_42},https://goldengrizzlies.com/sports/womens-basketball/roster/{season_42}
Ohio,Ohio,OHO,OHOW,MAC,https://ohiobobcats.com/sports/mbball/roster/{season_42},https://ohiobobcats.com/sports/wbball/roster/{season_42}
Ohio St.,Ohio St.,OHS,OHSW,Big Ten,https://ohiostatebuckeyes.com/sports/mens-basketball/roster/{season_42},https://ohiostatebuckeyes.com/sports/womens-basketball/roster/{season_42}
Oklahoma,Oklahoma,OKL,OKLW,Big 12,https://soonersports.com/sports/mens-basketball/roster/{season_42},https://soonersports.com/sports/womens-basketball/roster/{season_42}
Oklahoma St.,Oklahoma St.,OKS,OKSW,Big 12,https://okstate.com/sports/mens-basketball/roster/{season_42},https://okstate.com/sports/womens-basketball/roster/{season_42}
Old Dominion,Old Dominion,ODU,ODUW,Sun Belt,https://odusports.com/sports/mens-basketball/roster/season/{season_42},https://odusports.com/sports/womens-basketball/roster/season/{season_42}
Ole Miss,Mississippi,OMS,OMSW,SEC,https://olemisssports.com/sports/mens-basketball/roster/{season_42},https://olemisssports.com/sports/womens-basketball/roster/{season_42}
Omaha,Nebraska Omaha,OMA,OMAW,Summit League,https://omavs.com/sports/mens-basketball/roster/{season_42},https://omavs.com/sports/womens-basketball/roster/{season_42}
Oral Roberts,Oral Roberts,ORU,ORUW,Summit League,https://oruathletics.com/sports/mens-basketball/roster/{season_42},https://oruathletics.com/sports/womens-basketball/roster/{season_42}
Oregon,Oregon,ORE,OREW,Big Ten,https://goducks.com/sports/mens-basketball/roster/{season_42},https://goducks.com/sports/womens-basketball/roster/{season_42}
Oregon St.,Oregon St.,ORS,ORSW,WCC,https://osubeavers.com/sports/mens-basketball/roster/{season_42},https://osubeavers.com/sports/womens-basketball/roster/{season_42}
Pacific,Pacific,PAC,PACW,WCC,https://pacifictigers.com/sports/mens-basketball/roster/{season_42},https://pacifictigers.com/sports/womens-basketball/roster/{season_42}
Penn,Penn,PEN,PENW,Ivy League,https://pennathletics.com/sports/mens-basketball/roster/{season_42},https://pennathletics.com/sports/womens-basketball/roster/{season_42}
Penn St.,Penn St.,PNS,PNSW,Big Ten,https://gopsusports.com/sports/mens-basketball/roster/season/{season_42},https://gopsusports.com/sports/womens-basketball/roster/season/{season_42}
Pepperdine,Pepperdine,PEP,PEPW,WCC,https://pepperdinewaves.com/sports/mens-basketball/roster/{season_42},https://pepperdinewaves.com/sports/womens-basketball/roster/{season_42}
Pittsburgh,Pittsburgh,PIT,PITW,ACC,https://pittsburghpanthers.com/sports/mens-basketball/roster/{season_42},https://pittsburghpanthers.com/sports/womens-basketball/roster/{season_42}
Portland,Portland,PRL,PRLW,WCC,https://portlandpilots.com/sports/mens-basketball/roster/{season_42},https://portlandpilots.com/sports/womens-basketball/roster/{season_42}
Portland St.,Portland St.,PRS,PRSW,Big Sky,https://goviks.com/sports/mens-basketball/roster/{season_42},https://goviks.com/sports/womens-basketball/roster/{season_42}
Prairie View,Prairie View A&M,PRV,PRVW,SWAC,https://pvpanthers.com/sports/mens-basketball/roster/{season_42},https://pvpanthers.com/sports/womens-basketball/roster/{season_42}
Presbyterian,Presbyterian,PSB,PSBW,Big South,https://gobluehose.com/sports/mens-basketball/roster/{season_42},https://gobluehose.com/sports/womens-basketball/roster/{season_42}
Princeton,Princeton,PRC,PRCW,Ivy League,https://goprincetontigers.com/sports/mens-basketball/roster/{season_42},https://goprincetontigers.com/sports/womens-basketball/roster/{season_42}
Providence,Providence,PRO,PROW,Big East,https://friars.com/sports/mens-basketball/roster/{season_42},https://friars.com/sports/womens-basketball/roster/{season_42}
Purdue,Purdue,PUR,PURW,Big Ten,https://purduesports.com/sports/mens-basketball/roster/season/{season_42},https://purduesports.com/sports/womens-basketball/roster/season/{season_42}
Purdue Fort Wayne,Purdue Fort Wayne,PFW,PFWW,Horizon League,https://gomastodons.com/sports/mens-basketball/roster/{season_42},https://gomastodons.com/sports/womens-basketball/roster/{season_42}
Queens (NC),Queens,QNS,QNSW,ASUN,https://queensathletics.com/sports/mens-basketball/roster/{season_44},https://queensathletics.com/sports/womens-basketball/roster/{season_44}
Quinnipiac,Quinnipiac,QNP,QNPW,MAAC,https://gobobcats.com/sports/mens-basketball/roster/{season_42},https://gobobcats.com/sports/womens-basketball/roster/{season_42}
Radford,Radford,RAD,RADW,Big South,https://radfordathletics.com/sports/mens-basketball/roster/{season_42},https://radfordathletics.com/sports/womens-basketball/roster/{season_42}
Rhode Island,Rhode Island,URI,URIW,A10,https://gorhody.com/sports/mens-basketball/roster/{season_42},https://gorhody.com/sports/womens-basketball/roster/{season_42}
Rice,Rice,RCE,RCEW,American,https://riceowls.com/sports/mens-basketball/roster/{season_42},https://riceowls.com/sports/womens-basketball/roster/{season_42}
Richmond,Richmond,RCH,RCHW,A10,https://richmondspiders.com/sports/mens-basketball/roster/{season_42},https://richmondspiders.com/sports/womens-basketball/roster/{season_42}
Rider,Rider,RID,RIDW,MAAC,https://gobroncs.com/sports/mens-basketball/roster/{season_42},https://gobroncs.com/sports/womens-basketball/roster/{season_42}
Robert Morris,Robert Morris,RMU,RMUW,Horizon League,https://rmucolonials.com/sports/mens-basketball/roster/{season_42},https://rmucolonials.com/sports/womens-basketball/roster/{season_42}
Rutgers,Rutgers,RUT,RUTW,Big Ten,https://scarletknights.com/sports/mens-basketball/roster/{season_42},https://scarletknights.com/sports/womens-basketball/roster/{season_42}
Sacramento St.,Sacramento St.,SAS,SASW,Big Sky,https://hornetsports.com/sports/mens-basketball/roster/{season_42},https://hornetsports.com/sports/womens-basketball/roster/{season_42}
Sacred Heart,Sacred Heart,SAH,SAHW,NEC,https://sacredheartpioneers.com/sports/mens-basketball/roster/{season_42},https://sacredheartpioneers.com/sports/womens-basketball/roster/{season_42}
Saint Francis,St. Francis PA,SFP,SFPW,NEC,https://sfuathletics.com/sports/mens-basketball/roster/{season_42},https://sfuathletics.com/sports/womens-basketball/roster/{season_42}
Saint Joseph's,Saint Joseph's,SJO,SJOW,A10,https://sjuhawks.com/sports/mens-basketball/roster/{season_42},https://sjuhawks.com/sports/womens-basketball/roster/{season_42}
Saint Louis,Saint Louis,SLU,SLUW,A10,https://slubillikens.com/sports/mens-basketball/roster/{season_42},https://slubillikens.com/sports/womens-basketball/roster/{season_42}
Saint Mary's (CA),Saint Mary's,SMC,SMCW,WCC,https://smcgaels.com/sports/mens-basketball/roster/{season_42},https://smcgaels.com/sports/womens-basketball/roster/{season_42}
Sam Houston,Sam Houston St.,SMH,SMHW,CUSA,https://gobearkats.com/sports/mens-basketball/roster/{season_42},https://gobearkats.com/sports/womens-basketball/roster/{season_42}
Samford,Samford,SAM,SAMW,SoCon,https://samfordsports.com/sports/mens-basketball/roster/{season_42},https://samfordsports.com/sports/womens-basketball/roster/{season_42}
San Diego,San Diego,SDG,SDGW,WCC,https://usdtoreros.com/sports/mens-basketball/roster/{season_42},https://usdtoreros.com/sports/womens-basketball/roster/{season_42}
San Diego St.,San Diego St.,SNS,SNSW,MWC,https://goaztecs.com/sports/mens-basketball/roster/season/{season_42},https://goaztecs.com/sports/womens-basketball/roster/season/{season_42}
San Francisco,San Francisco,SFN,SFNW,WCC,https://usfdons.com/sports/mens-basketball/roster/{season_42},https://usfdons.com/sports/womens-basketball/roster/{season_42}
San Jose St.,San Jose St.,SJS,SJSW,MWC,https://sjsuspartans.com/sports/mens-basketball/roster/season/{season_42},https://sjsuspartans.com/sports/womens-basketball/roster/season/{season_42}
Santa Clara,Santa Clara,SCL,SCLW,WCC,https://santaclarabroncos.com/sports/mens-basketball/roster/{season_42},https://santaclarabroncos.com/sports/womens-basketball/roster/{season_42}
Seattle U,Seattle,SEA,SEAW,WAC,https://goseattleu.com/sports/mens-basketball/roster/season/{season_42},https://goseattleu.com/sports/womens-basketball/roster/season/{season_42}
Seton Hall,Seton Hall,SHL,SHLW,Big East,https://shupirates.com/sports/mens-basketball/roster/{season_42},https://shupirates.com/sports/womens-basketball/roster/{season_42}
SFA,Stephen F. Austin,SFA,SFAW,WAC,https://sfajacks.com/sports/mens-basketball/roster/{season_42},https://sfajacks.com/sports/womens-basketball/roster/{season_42}
Siena,Siena,SNA,SNAW,MAAC,https://sienasaints.com/sports/mens-basketball/roster/{season_42},https://sienasaints.com/sports/womens-basketball/roster/{season_42}
SIUE,SIU Edwardsville,SIE,SIEW,Ohio Valley,https://siuecougars.com/sports/mens-basketball/roster/{season_42},https://siuecougars.com/sports/womens-basketball/roster/{season_42}
SMU,SMU,SMU,SMUW,American,https://smumustangs.com/sports/mens-basketball/roster/{season_42},https://smumustangs.com/sports/womens-basketball/roster/{season_42}
South Alabama,South Alabama,USA,USAW,Sun Belt,https://usajaguars.com/sports/mens-basketball/roster/{season_4},https://usajaguars.com/sports/womens-basketball/roster/{season_42}
South Carolina,South Carolina,SCR,SCRW,SEC,https://gamecocksonline.com/sports/mbball/roster/season/{season_42}/,https://gamecocksonline.com/sports/wbball/roster/season/{season_42}/
South Carolina St.,South Carolina St.,SCS,SCSW,MEAC,https://www.scsuathletics.com/sports/mens-basketball/roster/{season_42},https://www.scsuathletics.com/sports/womens-basketball/roster/{season_42}
South Dakota,South Dakota,SDK,SDKW,Summit League,https://goyotes.com/sports/mens-basketball/roster/{season_42},https://goyotes.com/sports/womens-basketball/roster/{season_42}
South Dakota St.,South Dakota St.,SDS,SDSW,Summit League,https://gojacks.com/sports/mens-basketball/roster/{season_42},https://gojacks.com/sports/womens-basketball/roster/{season_42}
South Fla.,South Florida,USF,USFW,American,https://gousfbulls.com/sports/mens-basketball/roster/{season_42},https://gousfbulls.com/sports/womens-basketball/roster/{season_42}
Southeast Mo. St.,Southeast Missouri St.,SMS,SMSW,Ohio Valley,https://semoredhawks.com/sports/mens-basketball/roster/{season_42},https://semoredhawks.com/sports/womens-basketball/roster/{season_42}
Southeastern La.,Southeastern Louisiana,SLA,SLAW,Southland,https://lionsports.net/sports/mens-basketball/roster/{season_42},https://lionsports.net/sports/womens-basketball/roster/{season_42}
Southern California,USC,USC,USCW,Big Ten,https://usctrojans.com/sports/mens-basketball/roster/{season_42},https://usctrojans.com/sports/womens-basketball/roster/{season_42}
Southern Ill.,Southern Illinois,SIU,SIUW,Missouri Valley,https://siusalukis.com/sports/mens-basketball/roster/{season_42},https://siusalukis.com/sports/womens-basketball/roster/{season_42}
Southern Ind.,Southern Indiana,SIN,SINW,Ohio Valley,https://usiscreamingeagles.com/sports/mens-basketball/roster/{season_44},https://usiscreamingeagles.com/sports/womens-basketball/roster/{season_44}
Southern Miss.,Southern Miss,USM,USMW,Sun Belt,https://southernmiss.com/sports/mens-basketball/roster/{season_42},https://southernmiss.com/sports/womens-basketball/roster/{season_42}
Southern U.,Southern,SOU,SOUW,SWAC,https://gojagsports.com/sports/mens-basketball/roster/{season_42},https://gojagsports.com/sports/womens-basketball/roster/{season_42}
Southern Utah,Southern Utah,SUT,SUTW,WAC,https://suutbirds.com/sports/mens-basketball/roster/{season_42},https://suutbirds.com/sports/womens-basketball/roster/{season_42}
St. Bonaventure,St. Bonaventure,SBV,SBVW,A10,https://gobonnies.com/sports/mens-basketball/roster/{season_42},https://gobonnies.com/sports/womens-basketball/roster/{season_42}
St. John's (NY),St. John's,SJN,SJNW,Big East,https://redstormsports.com/sports/mens-basketball/roster/{season_42},https://redstormsports.com/sports/womens-basketball/roster/{season_42}
St. Thomas (MN),St. Thomas,STM,STMW,Summit League,https://tommiesports.com/sports/mbball/roster/{season_42},https://tommiesports.com/sports/wbball/roster/{season_42}
Stanford,Stanford,STA,STAW,ACC,https://gostanford.com/sports/mens-basketball/roster/season/{season_42},https://gostanford.com/sports/womens-basketball/roster/season/{season_42}
Stetson,Stetson,STE,STEW,ASUN,https://gohatters.com/sports/mens-basketball/roster/{season_42},https://gohatters.com/sports/womens-basketball/roster/{season_42}
Stonehill,Stonehill,STH,STHW,NEC,https://stonehillskyhawks.com/sports/mens-basketball/roster/{season_42},https://stonehillskyhawks.com/sports/womens-basketball/roster/{season_42}
Stony Brook,Stony Brook,SBR,SBRW,CAA,https://stonybrookathletics.com/sports/mens-basketball/roster/{season_42},https://stonybrookathletics.com/sports/womens-basketball/roster/{season_42}
Syracuse,Syracuse,SYR,SYRW,ACC,https://cuse.com/sports/mens-basketball/roster/{season_42},https://cuse.com/sports/womens-basketball/roster/{season_42}
Tarleton St.,Tarleton St.,TRL,TRLW,WAC,https://tarletonsports.com/sports/mens-basketball/roster/{season_42},https://tarletonsports.com/sports/womens-basketball/roster/{season_42}
TCU,TCU,TCU,TCUW,Big 12,https://gofrogs.com/sports/mens-basketball/roster/{season_42},https://gofrogs.com/sports/womens-basketball/roster/{season_42}
Temple,Temple,TEM,TEMW,American,https://owlsports.com/sports/mens-basketball/roster/{season_42},https://owlsports.com/sports/womens-basketball/roster/{season_42}
Tennessee,Tennessee,TEN,TENW,SEC,https://utsports.com/sports/mens-basketball/roster/{season_42},https://utsports.com/sports/womens-basketball/roster/{season_42}
Tennessee St.,Tennessee St.,TNS,TNSW,Ohio Valley,https://tsutigers.com/sports/mens-basketball/roster/{season_42},https://tsutigers.com/sports/womens-basketball/roster/{season_42}
Tennessee Tech,Tennessee Tech,TNT,TNTW,Ohio Valley,https://www.ttusports.com/sports/mbkb/{season_42}/roster,https://www.ttusports.com/sports/wbkb/{season_42}/roster
East Texas A&M,Texas A&M Commerce,TAC,TACW,Southland,https://lionathletics.com/sports/mens-basketball/roster/{season_42},https://lionathletics.com/sports/womens-basketball/roster/{season_42}
Texas,Texas,TEX,TEXW,Big 12,https://texaslonghorns.com/sports/mens-basketball/roster/{season_42},https://texaslonghorns.com/sports/womens-basketball/roster/{season_42}
Texas A&M,Texas A&M,TAM,TAMW,SEC,https://12thman.com/sports/mens-basketball/roster/{season_42},https://12thman.com/sports/womens-basketball/roster/{season_42}
Texas Southern,Texas Southern,TSO,TSOW,SWAC,https://tsusports.com/sports/mens-basketball/roster/{season_42},https://tsusports.com/sports/womens-basketball/roster/{season_42}
Texas St.,Texas St.,TXS,TXSW,Sun Belt,https://txst.com/sports/mens-basketball/roster/{season_44},https://txst.com/sports/womens-basketball/roster/{season_44}
Texas Tech,Texas Tech,TXT,TXTW,Big 12,https://texastech.com/sports/mens-basketball/roster/{season_42},https://texastech.com/sports/womens-basketball/roster/{season_42}
The Citadel,The Citadel,CIT,CITW,SoCon,https://citadelsports.com/sports/mens-basketball/roster/{season_42},
Toledo,Toledo,TOL,TOLW,MAC,https://utrockets.com/sports/mens-basketball/roster/{season_42},https://utrockets.com/sports/womens-basketball/roster/{season_42}
Towson,Towson,TOW,TOWW,CAA,https://towsontigers.com/sports/mens-basketball/roster/{season_42},https://towsontigers.com/sports/womens-basketball/roster/{season_42}
Troy,Troy,TRY,TRYW,Sun Belt,https://troytrojans.com/sports/mens-basketball/roster/{season_42},https://troytrojans.com/sports/womens-basketball/roster/{season_42}
Tulane,Tulane,TLN,TLNW,American,https://tulanegreenwave.com/sports/mens-basketball/roster/{season_42},https://tulanegreenwave.com/sports/womens-basketball/roster/{season_42}
Tulsa,Tulsa,TLS,TLSW,American,https://tulsahurricane.com/sports/mens-basketball/roster/{season_42},https://tulsahurricane.com/sports/womens-basketball/roster/{season_42}
UAB,UAB,UAB,UABW,American,https://uabsports.com/sports/mens-basketball/roster/{season_42},https://uabsports.com/sports/womens-basketball/roster/{season_42}
UAlbany,Albany,ALB,ALBW,America East,https://ualbanysports.com/sports/mens-basketball/roster/{season_42},https://ualbanysports.com/sports/womens-basketball/roster/{season_42}
UC Davis,UC Davis,UCD,UCDW,Big West,https://ucdavisaggies.com/sports/mens-basketball/roster/{season_42},https://ucdavisaggies.com/sports/womens-basketball/roster/{season_42}
UC Irvine,UC Irvine,UCI,UCIW,Big West,https://ucirvinesports.com/sports/mens-basketball/roster/{season_42},https://ucirvinesports.com/sports/womens-basketball/roster/{season_42}
UC Riverside,UC Riverside,UCR,UCRW,Big West,https://gohighlanders.com/sports/mens-basketball/roster/{season_42},https://gohighlanders.com/sports/womens-basketball/roster/{season_42}
UC San Diego,UC San Diego,CSD,CSDW,Big West,https://ucsdtritons.com/sports/mens-basketball/roster/{season_42},https://ucsdtritons.com/sports/womens-basketball/roster/{season_42}
UC Santa Barbara,UC Santa Barbara,CSB,CSBW,Big West,https://ucsbgauchos.com/sports/mens-basketball/roster/{season_42},https://ucsbgauchos.com/sports/womens-basketball/roster/{season_42}
UCF,UCF,UCF,UCFW,Big 12,https://ucfknights.com/sports/mens-basketball/roster/season/{season_42},https://ucfknights.com/sports/womens-basketball/roster/season/{season_42}
UCLA,UCLA,CLA,CLAW,Big Ten,https://uclabruins.com/sports/mens-basketball/roster/{season_42},https://uclabruins.com/sports/womens-basketball/roster/{season_42}
UConn,Connecticut,UCN,UCNW,Big East,https://uconnhuskies.com/sports/mens-basketball/roster/{season_42},https://uconnhuskies.com/sports/womens-basketball/roster/{season_42}
UIC,Illinois Chicago,UIC,UICW,Missouri Valley,https://uicflames.com/sports/mens-basketball/roster/{season_42},https://uicflames.com/sports/womens-basketball/roster/{season_42}
UIW,Incarnate Word,UIW,UIWW,Southland,https://uiwcardinals.com/sports/mens-basketball/roster/{season_42},https://uiwcardinals.com/sports/womens-basketball/roster/{season_42}
ULM,Louisiana Monroe,ULM,ULMW,Sun Belt,https://ulmwarhawks.com/sports/mens-basketball/roster/{season_42},https://ulmwarhawks.com/sports/womens-basketball/roster/{season_42}
UMass Lowell,UMass Lowell,UML,UMLW,America East,https://goriverhawks.com/sports/mens-basketball/roster/{season_42},https://goriverhawks.com/sports/womens-basketball/roster/{season_42}
UMBC,UMBC,MBC,MBCW,America East,https://umbcretrievers.com/sports/mens-basketball/roster/{season_42},https://umbcretrievers.com/sports/womens-basketball/roster/{season_42}
UMES,Maryland Eastern Shore,MES,MESW,MEAC,https://umeshawksports.com/sports/mens-basketball/roster/{season_42},https://umeshawksports.com/sports/womens-basketball/roster/{season_42}
UNC Asheville,UNC Asheville,NCA,NCAW,Big South,https://uncabulldogs.com/sports/mens-basketball/roster/{season_42},https://uncabulldogs.com/sports/womens-basketball/roster/{season_42}
UNC Greensboro,UNC Greensboro,NCG,NCGW,SoCon,https://uncgspartans.com/sports/mens-basketball/roster/{season_42},https://uncgspartans.com/sports/womens-basketball/roster/{season_42}
UNCW,UNC Wilmington,NCW,NCWW,CAA,https://uncwsports.com/sports/mens-basketball/roster/{season_42},https://uncwsports.com/sports/womens-basketball/roster/{season_42}
UNI,Northern Iowa,UNI,UNIW,Missouri Valley,https://unipanthers.com/sports/mens-basketball/roster/{season_42},https://unipanthers.com/sports/womens-basketball/roster/{season_42}
UNLV,UNLV,NLV,NLVW,MWC,https://unlvrebels.com/sports/mens-basketball/roster/{season_42},https://unlvrebels.com/sports/womens-basketball/roster/{season_42}
USC Upstate,USC Upstate,SCU,SCUW,Big South,https://upstatespartans.com/sports/mens-basketball/roster/{season_42},https://upstatespartans.com/sports/womens-basketball/roster/{season_42}
UT Arlington,UT Arlington,UTA,UTAW,WAC,https://utamavs.com/sports/mens-basketball/roster/{season_42},https://utamavs.com/sports/womens-basketball/roster/{season_42}
UT Martin,Tennessee Martin,UTM,UTMW,Ohio Valley,https://utmsports.com/sports/mens-basketball/roster/{season_42},https://utmsports.com/sports/womens-basketball/roster/{season_42}
Utah,Utah,UTH,UTHW,Big 12,https://utahutes.com/sports/mens-basketball/roster/{season_42},https://utahutes.com/sports/womens-basketball/roster/{season_42}
Utah St.,Utah St.,UTS,UTSW,MWC,https://utahstateaggies.com/sports/mens-basketball/roster/{season_42},https://utahstateaggies.com/sports/womens-basketball/roster/{season_42}
Utah Tech,Utah Tech,UTT,UTTW,WAC,https://utahtechtrailblazers.com/sports/mens-basketball/roster/{season_42},https://utahtechtrailblazers.com/sports/womens-basketball/roster/{season_42}
Utah Valley,Utah Valley,UTV,UTVW,WAC,https://gouvu.com/sports/mens-basketball/roster/{season_42},https://gouvu.com/sports/womens-basketball/roster/{season_42}
UTEP,UTEP,TEP,TEPW,CUSA,https://utepminers.com/sports/mens-basketball/roster/{season_42},https://utepminers.com/sports/womens-basketball/roster/{season_42}
